job_title,company,location,salary,date,url
drywall and acoustical installer helper,Artistic Drywall Ltd.,North Vancouver (BC),$26.00 hourly,"April 22, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49380507?source=searchresults
framers foreman/woman,BHANDAL CONTRACTORS (2011) INC,Vancouver (BC),$38.00 hourly,"May 25, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49583318?source=searchresults
carpenter helper,Attractive Kitchen Cabinets Ltd.,Surrey (BC),$27.50 hourly,"March 12, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49090720?source=searchresults
apprentice electrician,Palmer Power electrical,Terrace (BC),$28.00 to $35.00 hourly (to be negotiated),"May 25, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49583018?source=searchresults
carpenter,Stutters Restorations,Castlegar (BC),$32.00 to $37.00 hourly,"May 20, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49549691?source=searchresults
carpenter helper,PREFERRED RESTORATIONS LTD.,New Westminster (BC),$25.05 hourly,"March 31, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49521760?source=searchresults
plumber helper,GURJAS ENTERPRISES,Victoria (BC),$25.00 hourly,"February 13, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/48938777?source=searchresults
drywall and acoustical board installer helper,ARB DRYWALL LTD.,White Rock (BC),$25.25 hourly,"April 07, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49234170?source=searchresults
automatic door system installer and servicer,EASI Entrance Automation Systems Inc.,Surrey (BC),$31.00 to $40.00 hourly (to be negotiated),"June 04, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49655764?source=searchresults
mechanic helper,Grandview Blacktop Ltd,Abbotsford (BC),$36.70 hourly,"June 04, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49652456?source=searchresults
disaster restoration technician,Platinum Pro-Claim Restoration,Richmond (BC),$25.00 to $30.00 hourly (to be negotiated),"June 04, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49651659?source=searchresults
"installer helper, vanities and kitchen cupboards",Maple Glass & Closets Ltd.,Langford (BC),$25.50 hourly,"May 15, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49520782?source=searchresults
roofer helper,Modren Roofing Inc,Mission (BC),$25.00 hourly,"March 02, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49031178?source=searchresults
glazier helper,High End Shower Doors And Railings,Surrey (BC),$25.00 hourly,"February 18, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/48966385?source=searchresults
civil engineering technician,District of Saanich,Saanich (BC),$55.71 hourly,"May 27, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49596727?source=searchresults
plumber helper,Mainland Services and Sales Ltd.,Victoria (BC),$25.00 hourly,"February 25, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49430583?source=searchresults
demolition foreman/woman,Daniel Garbage Removal & Renovation Ltd.,Burnaby (BC),$37.00 hourly,"May 24, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49576213?source=searchresults
Drywall helper,FAST DRYWALL LTD,Delta (BC),$25.00 hourly,"February 07, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/48905130?source=searchresults
pipelayer,Fontaine Site Services,Vancouver (BC),$37.00 to $45.00 hourly,"June 03, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49644792?source=searchresults
concrete finisher helper,Sunger Concrete Ltd.,Surrey (BC),$25.00 hourly,"February 09, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49541516?source=searchresults
municipal engineering assistant,District of West Vancouver,West Vancouver (BC),$30.22 hourly,"June 03, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49645698?source=searchresults
carpenter helper,Kalesnikoff,Castlegar (BC),$28.75 to $33.30 hourly,"May 20, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49553326?source=searchresults
carpenter,Zarikoff Developments,Castlegar (BC),$35.00 to $40.00 hourly,"May 20, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49549872?source=searchresults
carpenter,Keith Construction Group Ltd.,Victoria (BC),$32.00 hourly,"May 19, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49542524?source=searchresults
pipelayer,Central Okanagan Property Management Ltd.,Vernon (BC),$25.00 to $35.00 hourly,"June 03, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49644201?source=searchresults
fence installer,Northwest Fencing,Langford (BC),$25.00 to $32.00 hourly,"May 15, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49524142?source=searchresults
roofer helper,Brightstar Roofing Ltd,Surrey (BC),$25.00 hourly,"March 13, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49580078?source=searchresults
construction project coordinator This job posting is posted by a recruitment agency on behalf of the employer.,Whistler Personnel,Whistler (BC),$40.00 to $50.00 hourly (to be negotiated),"May 19, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49540763?source=searchresults
framer-carpenter,Punjab construction Ltd.,Abbotsford (BC),$39.00 hourly,"May 04, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49451335?source=searchresults
carpenter,G & H Insulation Ltd.,Surrey (BC),$36.75 hourly,"May 22, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49566546?source=searchresults
carpenter,Invictus Northwest Group,Pitt Meadows (BC),$37.27 hourly,"June 01, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49632036?source=searchresults
carpenter helper,CANADIAN GLASS LTD,Delta (BC),$26.00 hourly,"May 06, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49469862?source=searchresults
carpenter,Northern Rockies Lodge,Muncho Lake (BC),$20.00 to $35.00 hourly (to be negotiated),"May 29, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49614118?source=searchresults
door installer,Solidrock General Contracting,Dawson Creek (BC),$25.00 to $30.00 hourly (to be negotiated),"May 25, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49584868?source=searchresults
painting supervisor - construction,TNH Construction,Vancouver (BC),$37.50 to $39.50 hourly (to be negotiated),"April 15, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49341556?source=searchresults
Construction site supervisor,QKD Construction Ltd.,Vancouver (BC),$37.50 to $39.00 hourly (to be negotiated),"March 03, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49035486?source=searchresults
carpenter helper,Taj Finishing,Surrey (BC),$25.50 hourly,"April 17, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49355010?source=searchresults
concrete finisher helper,Cisco Concrete Services Ltd,Port Coquitlam (BC),$25.00 hourly,"February 26, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49013385?source=searchresults
civil engineering technologist,City of Prince George,Prince George (BC),$41.32 hourly,"May 27, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49598356?source=searchresults
countertop installer,Emperor Stone Imports and Trades Ltd.,Coquitlam (BC),$36.60 hourly,"May 29, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49611617?source=searchresults
roofer helper,RMD Roofing Ltd,New Westminster (BC),$25.00 hourly,"March 06, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49580079?source=searchresults
glazier helper,MED Glass Incorporated,Surrey (BC),$25.00 hourly,"February 27, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49591290?source=searchresults
carpenter,B4U Construction Ltd.,Surrey (BC),$37.00 hourly,"May 06, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49466421?source=searchresults
plasterer helper,Canadian Quality Stucco Ltd.,Surrey (BC),$24.00 hourly,"April 20, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49580725?source=searchresults
carpenter,AAA ALLQUEST RESTORATION LTD,Richmond (BC),$36.60 hourly,"May 22, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49566864?source=searchresults
maintenance mechanic,District of Lantzville,Lantzville (BC),$40.21 hourly,"May 25, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49584571?source=searchresults
Drywall helper,Wescor Contracting Ltd.,Victoria (BC),$25.00 to $38.50 hourly (to be negotiated),"March 31, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49200864?source=searchresults
carpenter helper,Marathon Homes Ltd,Surrey (BC),$20.00 to $25.00 hourly (to be negotiated),"March 04, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49043261?source=searchresults
construction estimator,Metro Standard Insulation,Surrey (BC),$40.50 hourly,"May 13, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49505967?source=searchresults
asbestos remover,ASBESTOS REMOVAL & RENOVATION,Vancouver (BC),$25.00 hourly,"May 03, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49443614?source=searchresults
plumber helper,sky high plumbing and heating ltd,Delta (BC),$36.80 hourly,"April 03, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49214438?source=searchresults
roofer helper,Sharp Roofers Ltd,Langley (BC),$25.00 hourly,"March 20, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49580077?source=searchresults
carpenter,DOOR TO DOOR CONSTRUCTION LTD.,Surrey (BC),$37.00 hourly,"May 15, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49521223?source=searchresults
painter and decorator helper,Riar Painting Ltd.,Surrey (BC),$28.85 hourly,"May 13, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49505913?source=searchresults
framing carpenter,J.R.M. Construction,Delta (BC),$36.60 hourly,"March 02, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49029233?source=searchresults
carpenter helper,A-1 Gutters Ltd.,Surrey (BC),$25.10 hourly,"March 24, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49168587?source=searchresults
steel fabricator,Kay-Son Steel Fabricators Ltd,Coquitlam (BC),$36.60 hourly,"June 02, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49635387?source=searchresults
carpenter,Dicoe Contracting Ltd,Surrey (BC),$32.00 hourly,"May 22, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49567353?source=searchresults
roofer helper,B Hypnotized Industries inc,Sidney (BC),$25.00 hourly,"April 15, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49342174?source=searchresults
"carpenter, framing",M.I. construction,Campbell River (BC),$24.00 to $30.00 hourly,"May 15, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49516959?source=searchresults
apprentice carpenter,Caledon Homes Ltd.,Golden (BC),$22.00 to $36.00 hourly (to be negotiated),"May 20, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49550308?source=searchresults
carpenter,Technicon Industries Ltd,Prince Rupert (BC),$30.00 to $46.00 hourly (to be negotiated),"May 25, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49582287?source=searchresults
concrete finisher helper,3D Concrete,Creston (BC),$26.95 hourly,"March 26, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49178281?source=searchresults
tile setter helper,O.Z. Granites Ltd.,Surrey (BC),$26.00 hourly,"March 03, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49036692?source=searchresults
carpenter,Dalim Construction Ltd,Burnaby (BC),$36.65 hourly,"May 01, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49429949?source=searchresults
scaffolder,Northwest Scaffolding,Victoria (BC),$25.00 to $49.99 hourly (to be negotiated),"April 27, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49467499?source=searchresults
general construction supervisor,TPD CONSTRUCTION WORKS LTD.,Abbotsford (BC),$36.60 hourly,"April 02, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49213194?source=searchresults
painter,Island Wide Painting,Victoria (BC),$22.00 to $25.00 hourly,"June 02, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49638379?source=searchresults
painter,CALICO PAINTING CO.INC.,Victoria (BC),$22.00 to $30.00 hourly,"May 25, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49583891?source=searchresults
insulator helper,Knights Insulation Ltd,Burnaby (BC),$25.00 hourly,"April 21, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49376521?source=searchresults
carpenter,Cameron Taylor Contracting Ltd.,Abbotsford (BC),$36.60 hourly,"May 28, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49606026?source=searchresults
general contractor,JTAK Industrial Ltd,Campbell River (BC),$35.00 to $50.00 hourly,"May 11, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49491088?source=searchresults
carpenter,Pura Vida,Langley (BC),$37.00 hourly,"May 28, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49604784?source=searchresults
carpenter,Alpha building construction Ltd,North Vancouver (BC),$33.50 hourly,"May 11, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49494302?source=searchresults
framer-carpenter,Fraserwood Construction Ltd.,Surrey (BC),$36.80 hourly,"April 29, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49422677?source=searchresults
tile setter helper,Boys Tile and Flooring Ltd,Langford (BC),$27.00 hourly,"April 09, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49251575?source=searchresults
"window and door installer, aluminum",TRUEBASE CONSTRUCTION LTD.,Surrey (BC),$36.60 hourly,"March 17, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49125947?source=searchresults
window installer,Cascadia Windows & Doors,Langley (BC),$35.00 to $36.00 hourly,"May 28, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49623944?source=searchresults
carpenter,Caledon Homes Ltd.,Golden (BC),$30.00 to $50.00 hourly (to be negotiated),"May 20, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49550229?source=searchresults
excavator operator,Fontaine Site Services,Vancouver (BC),$37.00 to $45.00 hourly,"June 04, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49652013?source=searchresults
heavy equipment operator,E2L Construction Ltd,Burnaby (BC),$37.00 hourly,"April 22, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49379279?source=searchresults
carpenter helper,JSP Framing Ltd,Surrey (BC),$25.00 hourly,"March 24, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49168236?source=searchresults
roofer helper,Cambie Roofing Contractors Ltd.,Vancouver (BC),$27.50 hourly,"March 16, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49120370?source=searchresults
carpenter,TRIPLE STAR CONSTRUCTION LTD,Abbotsford (BC),$37.00 hourly,"May 12, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49499086?source=searchresults
electrician,Credible Electric Ltd.,Surrey (BC),$35.00 hourly,"May 20, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49552690?source=searchresults
drywall installer supervisor,13 13 (BC) Constructions Ltd,Surrey (BC),$38.00 hourly,"March 30, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49197379?source=searchresults
carpenter,Mortise Construction Ltd.,Surrey (BC),$36.60 hourly,"April 28, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49414576?source=searchresults
carpenter helper,Best Choice Form Rental Ltd.,Surrey (BC),$25.00 hourly,"March 23, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49161671?source=searchresults
heavy equipment operator,URBAN EXCAVATOR SERVICES LTD.,Surrey (BC),$35.00 hourly,"May 19, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49543350?source=searchresults
carpenter lead hand,Kimola Construction,Maple Ridge (BC),$44.00 hourly,"May 11, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49491326?source=searchresults
roofer helper,Mack Kirk Industries Ltd,Langley (BC),$25.00 hourly,"February 19, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/48973458?source=searchresults
asphalt raker,Grandview Blacktop Ltd,Port Coquitlam (BC),$41.93 hourly,"March 19, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49138719?source=searchresults
flagperson,District of West Vancouver,West Vancouver (BC),$25.84 hourly,"May 21, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49556498?source=searchresults
electrician,ADEPT ELECTRICAL SERVICES LTD,Surrey (BC),$36.60 hourly,"May 20, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49553155?source=searchresults
carpenter,WIZ Plus Properties Inc.,Kelowna (BC),$28.00 to $40.00 hourly,"June 02, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49649388?source=searchresults
"painter, construction",Shala Painting & Restoration Ltd.,Surrey (BC),$36.60 to $38.60 hourly (to be negotiated),"May 08, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49481530?source=searchresults
carpenter,Gorayaview Construction Ltd,Surrey (BC),$36.75 hourly,"April 27, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49408870?source=searchresults
construction painter,Onyx Painting Ltd.,Surrey (BC),$37.00 hourly,"May 08, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49481043?source=searchresults
concrete pump operator,Gulf Coast Materials,Salt Spring Island (BC),$36.00 to $38.00 hourly,"May 11, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49491104?source=searchresults
carpenter supervisor,Ramiro Construction Ltd,Surrey (BC),$39.00 hourly,"March 24, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49167847?source=searchresults
roofer helper,Four Corner Roofing Ltd.,Surrey (BC),$25.75 hourly,"April 09, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49247384?source=searchresults
carpenter,True North Labour Inc.,Burnaby (BC),$36.75 hourly,"May 21, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49558757?source=searchresults
civil engineering technician,Kadtec Systems,Vancouver (BC),$38.00 hourly,"March 24, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49169251?source=searchresults
roofer helper,MDH Roofing Ltd.,Surrey (BC),$27.00 to $29.00 hourly (to be negotiated),"March 18, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49131208?source=searchresults
carpenter,Jas Excavation Ltd,Surrey (BC),$36.60 hourly,"May 18, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49538213?source=searchresults
